fullVisitorId,date,revenue
9636637171171801959,20161123,27.0
3915384889161784454,20160918,169.0
0354852234744200549,20160918,33.0
7721327606863421352,20160918,27.0
8292732469404938023,20160918,20.0
8380198705718952326,20160918,11.0
4627109469264515269,20160918,15.0
1177326592591599469,20160918,55.0
0425873917948400044,20160918,29.0
803888563485194008,20160918,75.0
3193356620853190867,20160918,22.0
4186434179887307955,20160918,119.0
789749143659143555,20160918,203.0
8810851495186113937,20160918,25.0
3325370036069152242,20160918,42.0
8410353231365247459,20160918,123.0
8133234491242505022,20170712,33.0
0531829155524217247,20170712,60.0
6822029585974279558,20170712,55.0
6979205517954044794,20170712,23.0
5402571042001627330,20170712,48.0
2440774884535248016,20170712,25.0
4938796308846198678,20170712,15.0
9213584705844626996,20170712,9.0
4531918958295106898,20170712,20.0
8040137666683755877,20170712,44.0
5355878105237295955,20170712,18.0
0097563825178820508,20170712,35.0
1152177248793735167,20170712,106.0
0663614479606200802,20170712,139.0
5823529938186171963,20170712,18.0
2352548628524812063,20170712,85.0
7517029078565627714,20170712,19.0
2610708601231231422,20170712,79.0
972856631604465767,20170712,129.0
2364782563241908647,20170712,29.0
6215579195601546611,20170712,27.0
4154041461958944095,20170712,859.0
6189137290295727859,20170712,22.0
5976867149100083641,20170712,21.0
0294093638755103061,20170712,53.0
4795790370118359645,20170712,46.0
9858575902161625282,20170712,59.0
0972673302515080474,20170712,28.0
5975789416845370133,20170712,19.0
525470181967108180,20170712,14.0
5369585818624352954,20170712,126.0
6338909403180350961,20170712,24.0
3061154222126395175,20170712,33.0
6335554848851534266,20170712,51.0
1442612237985610717,20170712,107.0
953713676730854570,20170712,21.0
6005829572969771144,20170712,47.0
2624131748689653933,20170712,53.0
107029174520648874,20170712,19.0
6803256328892941875,20170712,75.0
8180992226439641389,20170712,25.0
1338601940113408411,20170712,145.0
5441957633456467994,20170712,167.0
0456807427403774085,20170712,156.0
947967641100341579,20170712,33.0
22078954710203778,20170712,47.0
0376394056092189113,20170712,132.0
0376394056092189113,20170712,65.0
0840538559297309012,20170405,16.0
2281213030212005510,20170405,26.0
997271511212133268,20170405,915.0
4921413806940784676,20170405,63.0
3205462167547873078,20170405,66.0
2391114070454648344,20170405,81.0
7469641396207188649,20170405,24.0
234006696582066330,20170405,57.0
7376750587981554489,20170405,18.0
5287517205291863674,20170405,350.0
4759811378386551901,20170405,16.0
8526450853963599523,20170405,53.0
5788942005680192808,20170405,47.0
7298416213438900925,20170405,170.0
9566773033271495002,20170405,24.0
1720622772821071507,20170405,22.0
0218721670797647024,20170405,176.0
5995442471500823689,20170405,18.0
4921413806940784676,20170405,212.0
4921413806940784676,20170405,144.0
6356583227858655714,20170405,90.0
3370010142093281141,20170405,52.0
7535069229429628764,20170405,83.0
2616726267850019328,20170405,111.0
2337327787747858943,20170405,33.0
4357979221262116405,20170405,21.0
5526508111832118259,20170405,152.0
2764728570910016714,20170405,86.0
1957458976293878100,20170405,47082.0
0220695720492664721,20170405,1095.0
3205470611252051738,20170405,160.0
542333354260444568,20170405,448.0
9387513564437162701,20170408,36.0
8687730117523423401,20170408,12.0
4359929883683645809,20170408,29.0
9773485240177005933,20170408,21.0
353894935573695986,20170408,14.0
6459887177399853583,20170408,16.0
2108557365246449094,20170408,26.0
8721719977116949998,20170408,82.0
3177345827435653751,20170408,42.0
7535069229429628764,20170408,196.0
2864376493455301677,20170408,100.0
4530153590058587596,20170408,42.0
139472357811670278,20170408,73.0
3208324314042464006,20170408,76.0
9584769989000380816,20170408,348.0
4931579223616729739,20170408,59.0
3807039818708780751,20170408,218.0
5623787405926174172,20170408,38.0
3878333273795764979,20170227,28.0
3869361949850252878,20170227,36.0
0738603250513383829,20170227,64.0
5876745703341154088,20170227,23.0
4740059017723921254,20170227,71.0
7006877722523825276,20170227,17.0
7812169483646384233,20170227,25.0
8778563943491859628,20170227,41.0
0740400499011848560,20170227,21.0
314464405997489773,20170227,311.0
3671059772883764833,20170227,33.0
6330082810003106267,20170227,25.0
0347426080243057728,20170227,55.0
2512708881002227681,20170227,307.0
5581127856210744307,20170227,58.0
8428387378868441998,20170227,307.0
2446685875964479851,20170227,690.0
3667207016049360497,20170227,19.0
7834164711977044454,20170227,60.0
1082276625176351939,20170227,70.0
1285137808569536764,20170227,26.0
3108986775464139138,20170227,302.0
9197517123967159565,20170227,18.0
4662582475416192396,20170227,564.0
7813149961404844386,20170227,11.0
9658825846616570867,20170227,124.0
7813149961404844386,20170227,44.0
7567817112637547239,20170713,186.0
2817453656935743519,20170713,19.0
5807278314451544984,20170713,13.0
9587233052829072755,20170713,103.0
6361412319872992079,20170713,28.0
7183166419038940327,20170713,251.0
3551066677390608620,20170713,85.0
6560066529199965530,20170713,79.0
036131108463384213,20170713,27.0
1210036509049986390,20170713,52.0
1842106171508051051,20170713,32.0
403789659645595849,20170713,22.0
0112712853580593351,20170713,24.0
0507664246019057034,20170713,26.0
3891707253957252733,20170713,17.0
2122547835443026286,20170713,53.0
9376652341885109410,20170713,87.0
8303950448649190197,20170713,31.0
235352179583924900,20170713,45.0
5615435557331654733,20170713,49.0
7454160401328902482,20170713,47.0
6817073554026572260,20170713,94.0
9541996968314639199,20170713,59.0
6861967258484656845,20170713,70.0
616813475440297008,20170713,44.0
69932627935135372,20170713,31.0
5980795059692822710,20170713,23.0
7109365960506850158,20170713,33.0
8903811163323410238,20170713,25.0
6397329721784535287,20170713,44.0
4381707062146143113,20170713,19.0
9680451704023510043,20170713,257.0
120951074287268149,20170713,65.0
410236987316567002,20170713,59.0
7701613595320832147,20170713,434.0
0509537543362594682,20170713,49.0
2034812653909210223,20170713,231.0
5292294760335216459,20170713,149.0
806992249032686650,20170713,48.0
9417857471295131045,20170713,14060.0
859169837119660000,20170713,9.0
3741029495705540856,20170713,56.0
339334311045885434,20170713,36.0
9363207205094761073,20170713,22.0
3346631104336405882,20170713,43.0
9484234336257707179,20170713,14.0
1647919038367422597,20170713,23.0
9014580000597240539,20170713,27.0
3550517741801560701,20170713,10.0
4577377706293036618,20170713,20.0
9249130983722228273,20170713,111.0
5753687412615654863,20170713,228.0
7308330363798605080,20170713,53.0
6125563692107396483,20170713,15.0
8010758488625619131,20170713,19.0
1470956649294061383,20170713,35.0
1383687428379664179,20170713,53.0
543368443296403226,20170713,63.0
644407009401848542,20170713,59.0
262902792123089700,20170713,56.0
2966465528641096132,20170713,26.0
9824524325763367768,20170713,20.0
7406034241760755547,20160827,35.0
9493494763769975479,20160827,107.0
776884857977483664,20160827,40.0
6741720961637872059,20160827,35.0
629329919532379545,20160827,45.0
0515583444261228947,20160827,29.0
4587300217226571258,20160827,23.0
3741532949101793339,20160827,103.0
0789734153195495972,20160827,33.0
4079167367157590772,20160827,28.0
5415003861533964374,20160827,110.0
5071687808352514038,20160827,30.0
55230885834366137,20160827,130.0
7060203434655570204,20160827,46.0
7379985924886898163,20160827,313.0
4274511861314211339,20170714,36.0
6310913035223827948,20170714,28.0
7783483124481840961,20170714,321.0
4119448635627172848,20170714,65.0
5185645869012304658,20170714,328.0
6800222720402902812,20170714,22.0
5612807768965191337,20170714,53.0
3023987141192180181,20170714,11.0
0794644147217997845,20170714,78.0
2302897932992284309,20170714,35.0
7303793848128238288,20170714,26.0
9104901150360487546,20170714,111.0
7063315126654210750,20170714,37.0
1766574900434071803,20170714,89.0
7547701694662050330,20170714,54.0
0747495245317338179,20170714,15.0
3968161907727043413,20170714,87.0
6704364789762409859,20170714,99.0
950676259034422019,20170714,424.0
7741904137426649634,20170714,32.0
9519477824585169413,20170714,56.0
733935141047180090,20170714,40.0
395878510909861453,20170714,36.0
5714578235466782917,20170714,87.0
9469111554165256569,20170714,109.0
2439011587487738686,20170714,39.0
4737716055104076300,20170714,21.0
5296297372596099151,20170714,71.0
2433182968898386515,20170714,24.0
806992249032686650,20170714,57.0
4558105233287956143,20170714,42.0
4136548162519732667,20170714,252.0
7866268239897048336,20170714,120.0
0344842538233543056,20170714,24.0
8915655068975271461,20170714,33.0
9784853758319873850,20170714,439.0
7567817112637547239,20170714,107.0
2341448488539470965,20170714,71.0
1996186587769697436,20170714,299.0
0163532416839889055,20170714,69.0
4572473880059546924,20170714,421.0
0600237702497948707,20170714,82.0
8639551625314218823,20170714,50.0
806992249032686650,20170714,85.0
3119753230515283152,20161108,40.0
7256432076983849562,20161108,438.0
6466445486619363515,20161108,65.0
5810160543155445886,20161108,233.0
8947840269258098991,20161108,40.0
0569752743034520183,20161108,49.0
191180858641286054,20161108,28.0
5608024897662602499,20161108,207.0
7894063271151919255,20161108,57.0
6709889310139115020,20161108,7.0
0226612145817715297,20161108,31.0
4435702753292959389,20161108,48.0
93310453484553750,20161108,35.0
7118884909011666803,20161108,92.0
7638200261989402480,20161108,29.0
0420713714276209262,20161108,26.0
8785356457446164394,20161108,30.0
1856789034184748379,20161108,63.0
5257317776210702713,20161108,25.0
4800011549087110136,20161108,78.0
3520008896446151679,20161108,54.0
6944407004438928008,20161108,186.0
5087617268001908286,20161108,612.0
3975716470387468561,20161108,204.0
1689971713322520548,20161108,25.0
369829332229344580,20161108,25.0
1153007452600171465,20161108,35.0
4434685294441627537,20161108,189.0
1521151312115546535,20161108,76.0
9540071251493866863,20161108,5.0
6760732402251466726,20161108,53.0
7465611519094858811,20161108,50.0
2575256090311301096,20161108,136.0
1569773917154693900,20161108,84.0
8336976483259265727,20161108,33.0
4120204515295440392,20161108,25.0
4744094275180680614,20161108,617.0
4657067382048340368,20161108,138.0
5517310575892278995,20161108,664.0
4144610970742567505,20161108,412.0
8180841505813977197,20161108,176.0
851059545573229045,20161108,144.0
3329885141648806984,20161108,748.0
1956307607572137989,20161108,1481.0
4861727380918168218,20161201,26.0
9405485680580115481,20161201,27.0
8413068470512078084,20161201,58.0
1515533480532794253,20161201,49.0
3677318371085157791,20161201,16.0
4230104325532739733,20161201,123.0
6391006534663669857,20161201,11.0
5990197890122139717,20161201,37.0
6833770537272775789,20161201,25.0
442233560830525068,20161201,24.0
4761684034404885691,20161201,32.0
0200858359127299953,20161201,87.0
2334542446347570873,20161201,26.0
3013043151561993524,20161201,47.0
6593140710602470169,20161201,48.0
5745951615657904968,20161201,37.0
3408469727987156299,20161201,149.0
8944253492706794523,20161201,39.0
4685001858485495456,20161201,59.0
5869870458569209553,20161201,19.0
0533361455920078502,20161201,43.0
3247985918659922679,20161201,48.0
2770590171579767874,20161201,56.0
1627561548063707415,20161201,61.0
5668178612875177836,20161201,90.0
7798456604809994672,20161201,18.0
1918500785081958231,20161201,46.0
4370268639929292773,20161201,50.0
1473787731334256605,20161201,92.0
5409985606814283467,20161201,35.0
452728441970444157,20161201,34.0
9338374006954760146,20161201,705.0
4773136139891314201,20161201,65.0
0773667646845315582,20161201,63.0
3572331587418147063,20161201,340.0
6903095151297107595,20161201,860.0
6797327850087338835,20161201,36.0
1725749160800980058,20161201,42.0
6837769704437235425,20161201,125.0
8320651005755602125,20161201,53.0
8613941918489869666,20161201,56.0
3478504089708094243,20161201,20.0
9594790927947588163,20161201,192.0
1051011505406858792,20161201,61.0
382764578031539000,20161201,499.0
5847358167202480960,20161201,277.0
198403235748042235,20161201,68.0
5291604673691887906,20161201,27.0
435373542373805498,20161201,234.0
7350793045976348171,20161201,185.0
1049505592515499633,20161213,43.0
892253650152462516,20161213,34.0
9620923631569343304,20161213,7.0
5313510578745248325,20161213,23.0
5025697082538917996,20161213,28.0
9976366744327936965,20161213,110.0
6299562525821185626,20161213,56.0
2624822252903671857,20161213,15.0
1978868515963084363,20161213,63.0
6871033222959309564,20161213,114.0
11018661240317813,20161213,19.0
3444642706013409818,20161213,1006.0
7121475808884851135,20161213,16.0
5716994513150474293,20161213,16.0
3915503045313404486,20161213,159.0
3577891646273486122,20161213,48.0
4085972867127024343,20161213,22.0
3859415812077160469,20161213,46.0
7917962954244786091,20161213,20.0
6481113263464531302,20161213,134.0
8835738429285274387,20161213,23.0
0796318880123219460,20161213,26.0
5151881094154298201,20161213,34.0
2294757944914427558,20161213,516.0
5271119113889748142,20161213,23.0
8444725132150789814,20161213,742.0
6600298028142783837,20161213,24.0
5921438305564932958,20161213,67.0
9224783500329448504,20161213,15.0
7444317848220127323,20161213,8.0
6326829918051380975,20161213,27.0
1579091096057417396,20161213,27.0
5944044194057529877,20161213,65.0
4267209767907289538,20161213,25.0
877309838741280237,20161213,92.0
476915905383539402,20161213,36.0
912047147025556789,20161213,27.0
9415829283766056542,20161213,19.0
2920950269946903107,20161213,32.0
5921955043410577506,20161213,45.0
8304708431281283442,20161213,26.0
9843808262868142262,20161213,26.0
1268621517820517686,20161213,49.0
3450551762764650398,20161213,14.0
4785301051218469370,20161213,125.0
6965114057791256341,20161213,71.0
8128044276581168688,20161213,34.0
1255447654498305534,20161213,20.0
9935363478089463685,20161213,108.0
0827721047010562264,20161213,133.0
2942212781099976151,20161213,75.0
9079614112770240084,20161213,181.0
5749321926429914801,20161213,111.0
3756657782077054596,20161213,20.0
7796255033922388892,20161213,124.0
3938732013035143854,20161213,222.0
9771437221362506189,20161213,45.0
2009706373973411398,20161213,66.0
5688849744235446525,20161213,113.0
4687536620631231250,20161213,26.0
1553504908601719051,20161213,15.0
963236039015727097,20161213,54.0
2867026002929382725,20161213,22.0
6053028616737271033,20161213,141.0
5531566199556647886,20161213,290.0
1426332006192749425,20161213,100.0
8768174564332889527,20161213,102.0
5535005184327242090,20161213,43.0
1277222785270876004,20161213,42.0
047096740790346861,20161213,1689.0
3533321695674569475,20161213,260.0
4951643151731925261,20161213,100.0
9065887794578941073,20161213,124.0
2528617155272094595,20161213,226.0
2920950269946903107,20161213,127.0
3158455409969332495,20161213,1510.0
8191371294306245008,20161213,104.0
1383687428379664179,20170607,70.0
9361412188151560825,20170607,16.0
4598717407161618263,20170607,16.0
4119784958324215138,20170607,177.0
5341995419456035142,20170607,162.0
4163967138563839128,20170607,7.0
3718967472555843952,20170607,35.0
9755261936668961758,20170607,52.0
7697210138804043868,20170607,28.0
3196293108485281495,20170607,83.0
9673854839473677147,20170607,46.0
2354405029601095288,20170607,67.0
9463806441056350498,20170607,63.0
3783478137758293911,20170607,26.0
0710632165228073636,20170607,271.0
2799516265543613982,20170607,15.0
2377197803125206851,20170607,26.0
0560278389700464572,20170607,35.0
0037806222406366969,20170607,24.0
9953956744551076841,20170607,191.0
7003280874744810220,20170607,15.0
6068102071010648164,20170607,32.0
6152978475187911748,20170607,33.0
0102527091741838919,20170607,124.0
601161405716299904,20170607,54.0
6367005961240877024,20170607,8.0
3941152611510143066,20170607,202.0
2250505681169209683,20170607,107.0
8209858673242465448,20170607,122.0
237543228088148288,20170607,82.0
6177485445701283368,20170607,30.0
3060859705659472596,20170607,193.0
0415088391126514183,20170607,59.0
0904822552053046827,20170607,25.0
924091465796731445,20170607,187.0
0883480197021534726,20170607,253.0
0898438411847166329,20170607,330.0
8889391457640720040,20170422,43.0
7822178141511453911,20170422,579.0
2137863904587206285,20170422,16.0
5883817071899386172,20170422,7.0
6999322279714294474,20170422,18.0
874039896692941691,20170422,48.0
9162804834377040364,20170422,31.0
9901114469536551008,20170422,103.0
1618182564447890733,20170422,76.0
0309385525240537775,20170422,64.0
7964990028393230257,20170422,27.0
153202739036956642,20170422,72.0
1614193653421769557,20170422,65.0
8983752580423023317,20170422,217.0
7822178141511453911,20170422,577.0
5626083810340068803,20170322,35.0
3844370939009340218,20170322,65.0
8342494724781210773,20170322,11.0
8921985008327806368,20170322,194.0
1680034700682349362,20170322,41.0
7813149961404844386,20170322,104.0
9161805961313922627,20170322,11.0
4430452910179443591,20170322,36.0
9530011325522794445,20170322,10.0
7813149961404844386,20170322,82.0
7131967515028010125,20170322,14.0
6717912372557632494,20170322,87.0
4774637035965571033,20170322,44.0
7179047375171047997,20170322,86.0
1244643584936507645,20170322,29.0
1163445611219743080,20170322,35.0
7642599988772992308,20170322,56.0
9952985751740974556,20170322,62.0
9204558610482507007,20170322,187.0
6697182263056162374,20170322,65.0
9917525450459164301,20170322,76.0
3909763381289527043,20170322,25.0
1852474862116270404,20170322,91.0
2460550300835928816,20170322,25.0
3742368203315546493,20170322,1469.0
4180788491858098466,20170322,611.0
1907624706752111002,20170322,47.0
8010010692264835422,20170322,22.0
6001085697453639910,20170322,23.0
9179926875035453581,20170322,216.0
5062455429781775081,20170322,15.0
5674996555424761668,20170322,85.0
1500993811020181335,20170322,728.0
689078233091142252,20170322,757.0
6559285755206861388,20170322,106.0
7377189671853263468,20170322,137.0
9029794295932939024,20170322,1223.0
7424654781881934440,20170101,5.0
6129059309050021920,20170101,28.0
8722134795757149550,20170101,63.0
7243174500774931832,20170101,31.0
2265703789548596461,20170101,45.0
3725836239165941255,20170101,79.0
6165745649694489775,20170101,433.0
274035778263408429,20170101,83.0
2449425615576273633,20170101,54.0
4830211069912792009,20170101,19.0
0810563443947477001,20170101,154.0
8609096969354600531,20170428,22.0
4625952167494304032,20170428,42.0
2694580801646104350,20170428,53.0
6384329866495516492,20170428,31.0
4024901454245358856,20170428,43.0
4633732335432230842,20170428,34.0
9352955759477478024,20170428,75.0
8188622413153223313,20170428,37.0
1841706161179042539,20170428,40.0
0347855419861857256,20170428,47.0
2420756541858063826,20170428,36.0
7109067475137212038,20170428,37.0
4489469345873839091,20170428,70.0
1520345374762824294,20170428,135.0
3637274724338240822,20170428,36.0
3993902620417433296,20170428,33.0
0205723721674321991,20170428,41.0
202488139684365954,20170428,41.0
1524133766699540447,20170428,103.0
439352190837086995,20170428,42.0
9890182105631590481,20170428,70.0
11012202755429691,20170428,42.0
2510791568842983077,20170428,72.0
6797720832813064736,20170428,66.0
7241918462963988042,20170428,68.0
0402324876089509346,20170428,33.0
0685890158319889343,20170428,77.0
1084191101294648051,20170428,84.0
2570270404850350503,20170428,783.0
683463694449296647,20170428,31.0
3671103606125826887,20170428,69.0
9333802179902056601,20170428,69.0
9447628234251166900,20170428,105.0
5542844395633027147,20170428,116.0
451272146698301239,20170428,36.0
1759779356678951325,20170428,575.0
9418009854931436193,20170428,37.0
7268732315672412988,20170428,156.0
9375786706418760163,20170428,74.0
2935403605807774309,20170428,69.0
1121666835600584671,20170428,68.0
0947990207270764241,20170428,40.0
4258400920909579017,20170428,37.0
8471635860223602848,20170428,39.0
0456995923783583208,20170428,22.0
0000213131142648941,20170428,40.0
0348759248625736228,20170428,35.0
4022089387600233552,20170428,175.0
0127755228974756313,20170428,104.0
9153398667901840439,20170428,41.0
9364595610986559397,20170428,37.0
5422490769973828124,20170428,74.0
9654830487352643520,20170428,69.0
5169652935694684763,20170428,70.0
1028353611615398657,20170428,38.0
589822830087218823,20170428,38.0
0328080880890336475,20170428,70.0
4744180009883384959,20170428,69.0
7065813466220804656,20170428,38.0
9692588428659286117,20161031,20.0
4462376447791430431,20161031,16.0
1409238456546431449,20161031,53.0
3865822715588380852,20161031,29.0
9891213406376337214,20161031,169.0
5944044194057529877,20161031,55.0
4840616952282133729,20161031,226.0
458269436653090518,20161031,29.0
3936975077018772540,20161031,92.0
2161890959097468070,20161031,33.0
9534631187575350094,20161031,58.0
9507736163898888702,20161031,47.0
7849560023703448121,20161031,570.0
8487502385460057220,20161031,59.0
914260512512024013,20161031,77.0
8489866858804913505,20161031,729.0
0231643641360400675,20161031,198.0
8856514354723478027,20161031,20.0
